unique_id,product_id,machine_type,brand,location,product_type,air_temperature_K,process_temperature_K,temperature_C,rotational_speed_rpm,vibration_mm_s,pressure_bar,voltage_V,current_A,torque_Nm,tool_wear_min,machine_failure,failure_type,tool_wear_failure,heat_dissipation_failure,power_failure,overstain_failure,random_failures,timestamp,operating_hours,downtime_hours,maintenance_type,maintenance_cost,production_units,defect_rate
8133,M22992,Lathe,Siemens,Factory_A,Medium,299.9,311.3,26.75,1389,4.925741673,7.209401145,219.9961311,9.820764719,50,55,0,None,0,0,0,0,0,2025-12-05 20:00:00,915,0,Preventive,56,441,0.548462737
8134,L55313,CNC,ABB,Factory_C,Low,299.8,311.1,26.65,1466,4.479672215,7.628774696,221.4030331,9.172137725,46.1,58,0,None,0,0,0,0,0,2025-12-05 21:00:00,1073,0,Preventive,267,324,2.201255046
8135,L55314,CNC,Bosch,Factory_A,Low,299.7,311.1,26.55,1650,3.179207688,6.353876344,216.2544502,6.636029528,32.4,60,0,None,0,0,0,0,0,2025-12-05 22:00:00,1002,0,Preventive,75,261,2.976956449
8136,L55315,CNC,GE,Factory_A,Low,299.6,311,26.45,1554,3.803130089,6.968016772,213.3124054,6.987206827,36.3,62,0,None,0,0,0,0,0,2025-12-05 23:00:00,734,0,Preventive,173,246,0.265929171
8137,M22996,Lathe,Siemens,Factory_A,Medium,299.6,310.9,26.45,1474,3.659212268,7.066452662,215.8164061,6.995626091,39.7,64,0,None,0,0,0,0,0,2025-12-06 00:00:00,1334,0,Preventive,52,408,0.721687848
8138,H37551,Lathe,Bosch,Factory_C,High,299.5,310.8,26.35,1600,3.224225545,6.977592621,213.4598711,6.635550837,32.4,67,0,None,0,0,0,0,0,2025-12-06 01:00:00,1360,0,Preventive,164,397,2.061418679
8139,L55318,CNC,GE,Factory_A,Low,299.5,310.8,26.35,1356,5.547831577,7.833328692,221.146299,11.09489115,54.9,72,0,None,0,0,0,0,0,2025-12-06 02:00:00,1324,0,Preventive,158,339,0.571056199
8140,L55319,Lathe,Bosch,Factory_B,Low,299.5,310.8,26.35,1571,3.909161268,7.086716657,216.7448803,8.049422605,38.2,74,0,None,0,0,0,0,0,2025-12-06 03:00:00,1519,0,Preventive,95,203,2.261933644
8141,L55320,Lathe,Bosch,Factory_A,Low,299.6,310.9,26.45,1658,2.989793607,5.860773438,210.3301734,5.217935,28,76,0,None,0,0,0,0,0,2025-12-06 04:00:00,1337,0,Preventive,247,214,2.454352601
8142,L55321,Press,ABB,Factory_B,Low,299.6,310.8,26.45,1393,5.268081106,7.458689834,221.169666,9.494643408,49.9,78,0,None,0,0,0,0,0,2025-12-06 05:00:00,1469,0,Preventive,107,433,2.599712194
8143,M23002,CNC,Siemens,Factory_A,Medium,299.7,311,26.55,1448,5.117501732,7.535399187,217.5013636,10.21628477,49.8,80,0,None,0,0,0,0,0,2025-12-06 06:00:00,1529,0,Preventive,136,280,0.376695865
8144,L55323,Conveyor,Siemens,Factory_A,Low,299.7,310.9,26.55,1477,3.535501815,6.886321577,223.6367039,8.143852189,40.4,83,0,None,0,0,0,0,0,2025-12-06 07:00:00,1512,0,Preventive,92,378,2.518908691
8145,M23004,Press,GE,Factory_A,Medium,299.7,311,26.55,1506,4.509450246,7.500032334,215.9236996,8.796203418,42.7,85,0,None,0,0,0,0,0,2025-12-06 08:00:00,1069,0,Preventive,164,278,0.13336613
8146,M23005,Press,ABB,Factory_A,Medium,299.7,310.9,26.55,1685,3.461670821,6.605583972,215.4185021,6.712356904,32.1,88,0,None,0,0,0,0,0,2025-12-06 09:00:00,1467,0,Preventive,204,217,1.269569884
8147,L55326,Press,Bosch,Factory_C,Low,299.6,310.9,26.45,1533,3.314634376,6.564280997,220.7186936,6.416528361,31.8,91,0,None,0,0,0,0,0,2025-12-06 10:00:00,919,0,Preventive,187,232,2.956807067
8148,L55327,CNC,Bosch,Factory_A,Low,299.5,310.8,26.35,1447,3.80018504,7.327605618,219.4080267,8.709099051,41,93,0,None,0,0,0,0,0,2025-12-06 11:00:00,1407,0,Preventive,128,323,0.897754108
8149,M23008,CNC,Bosch,Factory_A,Medium,299.5,310.7,26.35,1488,3.883055559,6.826160555,227.1101914,7.66997724,39.5,95,0,None,0,0,0,0,0,2025-12-06 12:00:00,1385,0,Preventive,86,325,2.887929856
8150,M23009,Conveyor,Bosch,Factory_A,Medium,299.6,310.8,26.45,1427,5.598652904,7.307853725,223.4315233,10.7168132,50.4,98,0,None,0,0,0,0,0,2025-12-06 13:00:00,1518,0,Preventive,159,363,1.87685334
8151,M23010,Lathe,Bosch,Factory_C,Medium,299.5,310.7,26.35,1424,3.574047175,7.01077169,224.638306,7.77010029,41.3,101,0,None,0,0,0,0,0,2025-12-06 14:00:00,1316,0,Preventive,155,411,2.990983223
8152,L55331,Conveyor,Bosch,Factory_A,Low,299.5,310.7,26.35,1472,3.795825474,7.12947091,214.5101966,7.873443193,40.9,104,0,None,0,0,0,0,0,2025-12-06 15:00:00,1158,0,Preventive,261,435,2.248328464
8153,L55332,Lathe,Bosch,Factory_A,Low,299.5,310.7,26.35,1438,5.138629931,7.329453243,221.0726583,9.66098213,45.7,106,0,None,0,0,0,0,0,2025-12-06 16:00:00,1364,0,Preventive,173,290,1.917857068
8154,L55333,CNC,ABB,Factory_A,Low,299.6,310.8,26.45,1507,4.166386834,7.092163919,226.3835293,8.52555002,42.4,108,0,None,0,0,0,0,0,2025-12-06 17:00:00,1858,0,Preventive,164,444,1.398375703
8155,L55334,Press,GE,Factory_A,Low,299.6,310.7,26.45,1393,5.337724576,7.355596999,222.8883749,10.32777493,52.1,110,0,None,0,0,0,0,0,2025-12-06 18:00:00,1229,0,Preventive,164,470,1.11450141
8156,L55335,Press,Siemens,Factory_A,Low,299.5,310.8,26.35,1283,5.41238021,7.475857301,217.958592,10.83631479,52.4,112,0,None,0,0,0,0,0,2025-12-06 19:00:00,1452,0,Preventive,210,293,2.829077733
8157,L55336,Conveyor,Siemens,Factory_A,Low,299.6,310.8,26.45,1644,2.870423719,6.586692989,212.3929921,5.93162968,30.9,114,0,None,0,0,0,0,0,2025-12-06 20:00:00,1252,0,Preventive,97,334,2.270740262
8158,L55337,CNC,GE,Factory_A,Low,299.6,310.8,26.45,1498,3.975347778,7.333057125,220.6769837,9.053407118,46.9,116,0,None,0,0,0,0,0,2025-12-06 21:00:00,1894,0,Preventive,166,203,0.150999596
8159,L55338,Lathe,Bosch,Factory_A,Low,299.6,310.8,26.45,1400,3.441549709,7.473620307,219.6128129,8.155415994,40.8,118,0,None,0,0,0,0,0,2025-12-06 22:00:00,1315,0,Preventive,188,334,0.487219652
8160,H37573,Press,Siemens,Factory_C,High,299.6,310.9,26.45,1679,2.821740295,6.4659542,225.7153908,6.016949965,31.2,120,0,None,0,0,0,0,0,2025-12-06 23:00:00,1927,0,Preventive,170,343,0.042347365
8161,M23020,Lathe,GE,Factory_B,Medium,299.7,311.1,26.55,1618,3.691062524,6.21557045,220.6869009,5.765571641,30.3,125,0,None,0,0,0,0,0,2025-12-07 00:00:00,1329,0,Preventive,290,295,1.492768948
8162,H37575,Lathe,Bosch,Factory_A,High,299.6,311,26.45,1714,3.110063489,6.671166241,227.5517338,5.731052757,30.2,128,0,None,0,0,0,0,0,2025-12-07 01:00:00,1629,0,Preventive,202,243,2.795421946
8163,L55342,Press,Siemens,Factory_A,Low,299.6,311,26.45,1574,3.037285179,7.077371777,223.899091,7.153394345,35,133,0,None,0,0,0,0,0,2025-12-07 02:00:00,1928,0,Preventive,84,298,2.98792587
8164,L55343,Press,GE,Factory_A,Low,299.7,311.1,26.55,1574,4.170404808,6.647168698,215.2729074,7.924663843,36.4,135,0,None,0,0,0,0,0,2025-12-07 03:00:00,1707,0,Preventive,146,287,1.161452153
8165,L55344,CNC,Siemens,Factory_A,Low,299.6,310.9,26.45,1472,3.936673387,7.067681383,223.0922025,8.187011136,40.9,137,0,None,0,0,0,0,0,2025-12-07 04:00:00,1519,0,Preventive,260,291,2.551231879
8166,L55345,CNC,GE,Factory_C,Low,299.6,311,26.45,1552,3.332650996,6.671657308,216.2181339,6.859939337,33.2,139,0,None,0,0,0,0,0,2025-12-07 05:00:00,1681,0,Preventive,292,403,0.339927739
8167,L55346,Press,GE,Factory_C,Low,299.7,311.1,26.55,1603,2.99905521,6.592081893,216.012972,6.947794042,31.4,141,0,None,0,0,0,0,0,2025-12-07 06:00:00,1788,0,Preventive,145,294,0.97476993
8168,H37581,Lathe,Bosch,Factory_A,High,299.7,311.1,26.55,1353,4.866694159,7.634282559,214.2264023,9.528356771,47.1,143,0,None,0,0,0,0,0,2025-12-07 07:00:00,1495,0,Preventive,139,341,0.310241088
8169,L55348,Lathe,Siemens,Factory_C,Low,299.7,311.1,26.55,1690,2.556104181,6.77725897,221.1148404,6.275831545,30.6,148,0,None,0,0,0,0,0,2025-12-07 08:00:00,1988,0,Preventive,83,222,2.100380222
8170,M23029,Lathe,Bosch,Factory_A,Medium,299.8,311.2,26.65,1745,2.480288385,6.154085041,219.7557809,5.284950739,26.3,150,0,None,0,0,0,0,0,2025-12-07 09:00:00,2215,0,Preventive,128,260,1.376420475
8171,L55350,CNC,Bosch,Factory_C,Low,299.9,311.3,26.75,1522,5.118688106,7.467774256,217.0485843,9.463105847,45.7,153,0,None,0,0,0,0,0,2025-12-07 10:00:00,2269,0,Preventive,225,287,0.129304847
8172,H37585,CNC,Bosch,Factory_A,High,300,311.4,26.85,1641,3.588806466,6.851582735,214.1874207,6.90414786,34.5,155,0,None,0,0,0,0,0,2025-12-07 11:00:00,2300,0,Preventive,80,365,1.54925138
8173,L55352,CNC,Siemens,Factory_A,Low,299.9,311.4,26.75,1596,2.721145854,6.525020409,217.1405756,7.203520591,28.9,160,0,None,0,0,0,0,0,2025-12-07 12:00:00,2003,0,Preventive,189,348,0.214065984
8174,H37587,CNC,Bosch,Factory_A,High,299.9,311.4,26.75,1497,3.444508304,6.521480963,220.6154876,7.77515264,37,162,0,None,0,0,0,0,0,2025-12-07 13:00:00,2132,0,Preventive,59,486,0.85665874
8175,L55354,Lathe,Bosch,Factory_C,Low,299.9,311.3,26.75,1371,5.065990741,7.427854392,221.5367684,10.27873425,52.3,167,0,None,0,0,0,0,0,2025-12-07 14:00:00,1710,0,Preventive,252,231,1.611943885
8176,M23035,Conveyor,ABB,Factory_A,Medium,299.9,311.3,26.75,1445,3.690569287,6.984449976,216.6779369,8.602850711,41.2,169,0,None,0,0,0,0,0,2025-12-07 15:00:00,1818,0,Preventive,94,446,2.778951277
8177,L55356,CNC,Bosch,Factory_B,Low,299.8,311.2,26.65,1564,3.486824396,6.867322591,227.2822864,7.594334517,40,172,0,None,0,0,0,0,0,2025-12-07 16:00:00,2216,0,Preventive,293,345,2.332745673
8178,L55357,Conveyor,ABB,Factory_B,Low,299.7,311.1,26.55,1439,4.241607664,7.507629536,222.2437523,8.923271999,44.9,174,0,None,0,0,0,0,0,2025-12-07 17:00:00,2006,0,Preventive,123,457,1.564318034
8179,L55358,CNC,Siemens,Factory_C,Low,299.7,311.2,26.55,1352,5.35935949,7.493850095,217.9667819,10.4999294,52.1,176,0,None,0,0,0,0,0,2025-12-07 18:00:00,2204,0,Preventive,222,484,1.0161956
8180,L55359,Press,Bosch,Factory_A,Low,299.8,311.3,26.65,1560,3.545235312,6.558355064,209.5326527,7.272886976,35.4,178,0,None,0,0,0,0,0,2025-12-07 19:00:00,2463,0,Preventive,290,342,0.134583419
8181,M23040,Lathe,ABB,Factory_C,Medium,299.7,311.2,26.55,1616,4.429238342,7.016279835,223.5669894,8.027304367,42.3,180,0,None,0,0,0,0,0,2025-12-07 20:00:00,2113,0,Preventive,217,464,1.341982505
8182,L55361,Press,Siemens,Factory_C,Low,299.7,311.2,26.55,1835,2.618146396,6.074249549,219.0921694,5.559579869,23.7,183,0,None,0,0,0,0,0,2025-12-07 21:00:00,2042,0,Preventive,237,300,0.691037928
8183,M23042,CNC,GE,Factory_C,Medium,299.7,311.1,26.55,1649,2.707764065,6.562300329,226.9277727,6.04244844,32.7,185,0,None,0,0,0,0,0,2025-12-07 22:00:00,2383,0,Preventive,97,444,2.863335697
8184,L55363,CNC,GE,Factory_A,Low,299.8,311.1,26.65,1452,4.774934833,7.297465513,222.5066392,9.531306196,47.3,188,0,None,0,0,0,0,0,2025-12-07 23:00:00,2505,0,Preventive,142,251,2.555209444
8185,L55364,CNC,Siemens,Factory_A,Low,299.8,311.1,26.65,2144,1.577435474,5.728784688,215.5782199,3.204201964,17.7,190,0,None,0,0,0,0,0,2025-12-08 00:00:00,2191,0,Preventive,166,335,1.441006001
8186,L55365,CNC,GE,Factory_A,Low,299.7,311.1,26.55,1554,3.912912661,7.185867234,216.9699831,7.664875836,41,192,0,None,0,0,0,0,0,2025-12-08 01:00:00,2486,0,Preventive,137,461,2.946368724
8187,L55366,Conveyor,ABB,Factory_C,Low,299.7,311,26.55,1827,2.755825532,6.178203597,219.686833,5.577644173,25.4,194,0,None,0,0,0,0,0,2025-12-08 02:00:00,2603,0,Preventive,265,330,0.328008951
8188,L55367,CNC,ABB,Factory_A,Low,299.6,310.9,26.45,1448,4.77542065,7.432048589,218.4231781,8.543146725,46.3,196,0,None,0,0,0,0,0,2025-12-08 03:00:00,2759,0,Preventive,268,401,0.95448732
8189,M23048,Lathe,Siemens,Factory_C,Medium,299.6,310.9,26.45,1530,3.888159085,7.020529229,227.2485525,7.162375665,38.8,198,0,None,0,0,0,0,0,2025-12-08 04:00:00,2556,0,Preventive,298,316,1.437132547
8190,L55369,Conveyor,Siemens,Factory_A,Low,299.7,311,26.55,1983,1.830989164,5.977091303,221.9985741,3.748302239,21,201,0,None,0,0,0,0,0,2025-12-08 05:00:00,2741,0,Preventive,294,443,0.812567497
8191,M23050,CNC,Siemens,Factory_A,Medium,299.7,310.9,26.55,1620,4.134022913,6.502777367,213.4517431,7.316714523,37.2,203,0,None,0,0,0,0,0,2025-12-08 06:00:00,2379,0,Preventive,52,272,1.535710104
8192,M23051,Lathe,GE,Factory_A,Medium,299.6,310.9,26.45,1630,3.444506058,6.475471907,213.8093238,5.976042604,29.8,206,0,None,0,0,0,0,0,2025-12-08 07:00:00,2100,0,Preventive,240,305,2.081193185
8193,L55372,Conveyor,GE,Factory_A,Low,299.6,310.9,26.45,1229,6.256769253,8.381866554,225.2326386,13.13175743,65.2,209,1,Overstrain,0,0,0,1,0,2025-12-08 08:00:00,2303,5,Corrective,318,59,4.814159333
8194,L55373,Press,ABB,Factory_B,Low,299.5,310.8,26.35,1873,2.30965192,6.173237586,217.749524,4.067568105,22.3,211,0,None,0,0,0,0,0,2025-12-08 09:00:00,2224,0,Preventive,298,288,2.916257113
8195,L55374,Conveyor,ABB,Factory_C,Low,299.4,310.7,26.25,1426,4.632256272,6.867206673,219.3537335,8.867260317,45.7,213,0,None,0,0,0,0,0,2025-12-08 10:00:00,2812,0,Preventive,296,359,1.457012542
8196,L55375,Press,ABB,Factory_C,Low,299.4,310.8,26.25,1376,5.877329983,7.914208015,219.127524,10.60568801,53.9,215,1,Overstrain,0,0,0,1,0,2025-12-08 11:00:00,2527,3,Corrective,978,148,4.932248938
8197,L55376,CNC,GE,Factory_A,Low,299.4,310.8,26.25,1622,2.075643753,6.589140665,219.7374052,6.639289579,33.6,217,0,None,0,0,0,0,0,2025-12-08 12:00:00,2373,0,Preventive,168,238,1.935432015
8198,M23057,Conveyor,GE,Factory_A,Medium,299.4,310.7,26.25,1492,5.007053807,7.0546792,213.0613085,8.124946587,45.7,219,0,None,0,0,0,0,0,2025-12-08 13:00:00,2924,0,Preventive,230,439,2.720216725
8199,M23058,CNC,Bosch,Factory_C,Medium,299.3,310.7,26.15,1374,4.784784425,7.772175056,215.0968805,9.172537964,48.9,222,0,None,0,0,0,0,0,2025-12-08 14:00:00,2596,0,Preventive,156,375,1.675003525
8200,L55379,Conveyor,Bosch,Factory_C,Low,299.2,310.7,26.05,1737,2.750542805,5.989007417,225.5504924,4.459515093,27,225,1,Wear,1,0,0,0,0,2025-12-08 15:00:00,2412,3,Corrective,670,95,5.880227466
8201,L55380,Press,Bosch,Factory_C,Low,299.3,310.8,26.15,1426,3.887839183,7.111944785,222.0108301,9.10079424,42.4,0,0,None,0,0,0,0,0,2025-12-08 16:00:00,261,0,Preventive,50,222,0.667334532
8202,M23061,Conveyor,ABB,Factory_C,Medium,299.3,310.9,26.15,1826,2.044820185,6.043892243,217.3382024,4.480181942,25.1,2,0,None,0,0,0,0,0,2025-12-08 17:00:00,51,0,Preventive,72,448,0.10632678
8203,L55382,Conveyor,Bosch,Factory_A,Low,299.3,310.9,26.15,1669,3.074105438,6.69347808,215.6835128,6.225515395,32.4,5,0,None,0,0,0,0,0,2025-12-08 18:00:00,463,0,Preventive,142,299,0.097133312
8204,M23063,Conveyor,Siemens,Factory_C,Medium,299.4,310.9,26.25,1473,3.71304267,7.035528755,220.4367331,8.124905408,40.1,7,0,None,0,0,0,0,0,2025-12-08 19:00:00,546,0,Preventive,80,239,2.455255838
8205,L55384,Lathe,GE,Factory_A,Low,299.4,310.9,26.25,1751,2.16091615,6.530531661,222.0894503,5.566652647,27.8,10,0,None,0,0,0,0,0,2025-12-08 20:00:00,776,0,Preventive,254,225,0.376149086
8206,M23065,Conveyor,Bosch,Factory_C,Medium,299.4,310.9,26.25,1446,4.398374946,6.861667779,220.5487018,8.98841402,47.3,12,0,None,0,0,0,0,0,2025-12-08 21:00:00,629,0,Preventive,255,411,2.935294615
8207,L55386,Lathe,GE,Factory_B,Low,299.3,310.8,26.15,1483,4.326446097,7.166803313,218.3406926,9.054065465,43.5,15,0,None,0,0,0,0,0,2025-12-08 22:00:00,177,0,Preventive,140,488,2.434088671
8208,L55387,Press,ABB,Factory_A,Low,299.2,310.7,26.05,1535,4.841471167,7.143594637,211.7360851,8.512622746,42.6,17,0,None,0,0,0,0,0,2025-12-08 23:00:00,327,0,Preventive,118,209,2.752469493
8209,L55388,CNC,GE,Factory_C,Low,299.2,310.7,26.05,1477,4.085963328,7.087682461,214.0524384,9.239117572,44,19,0,None,0,0,0,0,0,2025-12-09 00:00:00,642,0,Preventive,284,399,0.911005223
8210,L55389,Press,ABB,Factory_B,Low,299.3,310.8,26.15,1391,5.252031378,6.959909126,215.5714081,9.234448362,46.9,21,0,None,0,0,0,0,0,2025-12-09 01:00:00,902,0,Preventive,122,356,0.723933358
8211,H37624,CNC,Bosch,Factory_A,High,299.2,310.7,26.05,1636,2.795976599,6.188473038,215.092553,6.05182865,29.4,23,0,None,0,0,0,0,0,2025-12-09 02:00:00,936,0,Preventive,110,264,2.833715868
8212,L55391,Press,GE,Factory_C,Low,299.2,310.6,26.05,1675,3.778613118,6.633467587,224.4393902,7.048128871,33.3,28,0,None,0,0,0,0,0,2025-12-09 03:00:00,454,0,Preventive,75,466,1.772999471
8213,H37626,Lathe,ABB,Factory_C,High,299.2,310.5,26.05,1329,5.37428798,7.331328566,230.7175966,10.08517333,48.9,30,0,None,0,0,0,0,0,2025-12-09 04:00:00,910,0,Preventive,149,296,2.963901503
8214,M23073,Press,ABB,Factory_A,Medium,299.2,310.5,26.05,1548,4.64877262,6.410811954,224.5369351,6.227558614,33.5,35,0,None,0,0,0,0,0,2025-12-09 05:00:00,477,0,Preventive,146,435,2.368461044
8215,L55394,CNC,Siemens,Factory_C,Low,299.2,310.5,26.05,1391,5.042340681,7.337289274,227.026403,8.800752407,45.8,38,0,None,0,0,0,0,0,2025-12-09 06:00:00,801,0,Preventive,205,419,1.567717075
8216,L55395,Press,Siemens,Factory_B,Low,299.1,310.5,25.95,1437,3.624449097,7.094659209,216.9434854,8.284303218,43.1,40,0,None,0,0,0,0,0,2025-12-09 07:00:00,465,0,Preventive,232,204,2.648173972
8217,L55396,Conveyor,Bosch,Factory_B,Low,299.2,310.6,26.05,1370,5.765457423,8.121726326,219.848803,11.50178255,61.9,42,0,None,0,0,0,0,0,2025-12-09 08:00:00,712,0,Preventive,147,392,0.349971734
8218,L55397,CNC,Siemens,Factory_A,Low,299.1,310.6,25.95,1577,3.749492611,7.026231393,217.9515285,7.27775397,37.1,44,0,None,0,0,0,0,0,2025-12-09 09:00:00,1002,0,Preventive,64,262,2.916158504
8219,L55398,Lathe,Bosch,Factory_C,Low,299.1,310.5,25.95,1485,3.202397666,6.846652941,215.8732312,7.554289219,37.8,46,0,None,0,0,0,0,0,2025-12-09 10:00:00,1221,0,Preventive,244,211,1.920136945
8220,L55399,Conveyor,Siemens,Factory_C,Low,299,310.4,25.85,1504,3.982995181,6.750145944,211.5746095,7.399880121,34.3,48,0,None,0,0,0,0,0,2025-12-09 11:00:00,1237,0,Preventive,141,255,0.126220951
8221,M23080,Press,Siemens,Factory_A,Medium,298.9,310.3,25.75,1551,2.452533577,6.90742282,217.9311168,6.934762904,35.2,50,0,None,0,0,0,0,0,2025-12-09 12:00:00,562,0,Preventive,219,345,2.698503998
8222,M23081,CNC,ABB,Factory_C,Medium,299.1,310.5,25.95,1428,4.245989516,7.406317788,212.5212852,8.106323174,43,53,0,None,0,0,0,0,0,2025-12-09 13:00:00,1301,0,Preventive,145,445,1.96733465
8223,L55402,Conveyor,ABB,Factory_A,Low,299,310.5,25.85,1755,3.332120776,6.517087477,215.6254504,5.272428307,27.9,56,0,None,0,0,0,0,0,2025-12-09 14:00:00,851,0,Preventive,279,375,0.316332048
8224,L55403,CNC,Bosch,Factory_C,Low,299.1,310.5,25.95,1329,5.519480213,7.655553497,217.1879195,10.70239555,54.9,58,0,None,0,0,0,0,0,2025-12-09 15:00:00,1055,0,Preventive,216,392,1.255069508
8225,L55404,Conveyor,GE,Factory_A,Low,299.1,310.5,25.95,1496,3.492457988,7.1731622,216.2709618,6.58344571,35.2,60,0,None,0,0,0,0,0,2025-12-09 16:00:00,1324,0,Preventive,92,451,2.940484826
8226,L55405,Conveyor,Bosch,Factory_C,Low,299.1,310.5,25.95,1532,4.339066659,7.020686427,225.8840958,6.776150053,36.6,62,0,None,0,0,0,0,0,2025-12-09 17:00:00,1146,0,Preventive,176,387,0.550735569
8227,L55406,Conveyor,Siemens,Factory_A,Low,299.1,310.5,25.95,1389,6.044964148,8.306716675,213.9043127,13.18577223,61.4,64,0,None,0,0,0,0,0,2025-12-09 18:00:00,1294,0,Preventive,117,455,0.092787464
8228,M23087,Conveyor,Bosch,Factory_A,Medium,299.1,310.4,25.95,1524,4.541952857,7.752590236,219.2000001,11.02789002,51.4,66,0,None,0,0,0,0,0,2025-12-09 19:00:00,723,0,Preventive,176,397,1.344959116
8229,M23088,Conveyor,ABB,Factory_A,Medium,299.1,310.4,25.95,1422,5.322323815,7.730963651,220.315095,10.30185008,49.3,69,0,None,0,0,0,0,0,2025-12-09 20:00:00,1468,0,Preventive,73,469,1.043179193
8230,L55409,Conveyor,ABB,Factory_A,Low,299.1,310.5,25.95,1739,3.500653826,6.473090111,227.1951295,5.635467071,27.4,72,0,None,0,0,0,0,0,2025-12-09 21:00:00,1065,0,Preventive,124,358,2.184812916
8231,L55410,Lathe,Siemens,Factory_B,Low,299.1,310.5,25.95,1736,2.487805232,6.257453016,226.4048661,5.346306669,26.9,74,0,None,0,0,0,0,0,2025-12-09 22:00:00,1510,0,Preventive,290,232,0.73698306
8232,L55411,Lathe,GE,Factory_C,Low,299.1,310.5,25.95,1419,4.713037528,7.34493319,216.1441727,9.551863635,48.8,76,0,None,0,0,0,0,0,2025-12-09 23:00:00,1029,0,Preventive,250,359,0.16518265
8233,L55412,Press,Bosch,Factory_A,Low,299.1,310.6,25.95,1326,4.306721415,7.549060034,221.0182122,9.818081695,49.7,78,0,None,0,0,0,0,0,2025-12-10 00:00:00,988,0,Preventive,89,471,1.04056812
8234,M23093,CNC,Siemens,Factory_A,Medium,299.1,310.6,25.95,1449,4.067944614,7.267573734,228.5112119,8.502311299,43.2,80,0,None,0,0,0,0,0,2025-12-10 01:00:00,909,0,Preventive,66,440,1.196598907
8235,L55414,CNC,GE,Factory_A,Low,299.2,310.6,26.05,1534,3.517689958,7.045560047,224.2085128,7.625601985,39.7,83,0,None,0,0,0,0,0,2025-12-10 02:00:00,1574,0,Preventive,220,352,2.619124621
8236,M23095,Lathe,ABB,Factory_A,Medium,299.2,310.6,26.05,1443,4.421161333,7.342443755,225.1833564,10.09705109,50.9,85,0,None,0,0,0,0,0,2025-12-10 03:00:00,957,0,Preventive,78,414,1.683854937
8237,L55416,CNC,GE,Factory_C,Low,299.2,310.6,26.05,1498,5.293820712,6.84109553,219.8927713,8.262946329,41.1,88,0,None,0,0,0,0,0,2025-12-10 04:00:00,1644,0,Preventive,74,249,1.72586452
8238,L55417,Press,Siemens,Factory_C,Low,299.1,310.6,25.95,1796,2.429799496,6.310423342,216.3444752,5.365112618,26,90,0,None,0,0,0,0,0,2025-12-10 05:00:00,1687,0,Preventive,246,347,2.155393538
8239,L55418,Lathe,ABB,Factory_A,Low,299.1,310.4,25.95,1519,3.698005876,7.433035607,223.0894513,8.772177774,45.3,92,0,None,0,0,0,0,0,2025-12-10 06:00:00,1111,0,Preventive,91,228,1.49349699
8240,L55419,CNC,ABB,Factory_A,Low,299,310.4,25.85,1339,3.907591395,7.719673281,219.4452266,10.17335147,49.6,94,0,None,0,0,0,0,0,2025-12-10 07:00:00,1581,0,Preventive,83,317,1.813239132
8241,L55420,CNC,GE,Factory_A,Low,299,310.4,25.85,1483,3.921701673,7.204400053,211.6094875,7.09085304,41.5,96,0,None,0,0,0,0,0,2025-12-10 08:00:00,1141,0,Preventive,175,498,1.779155259
8242,M23101,Lathe,Siemens,Factory_A,Medium,298.9,310.2,25.75,2099,2.00110653,5.998240831,224.1133774,4.436559102,20,98,0,None,0,0,0,0,0,2025-12-10 09:00:00,1683,0,Preventive,87,273,1.082885347
8243,M23102,Lathe,GE,Factory_A,Medium,299,310.3,25.85,1689,3.259278417,6.201668717,224.9806736,6.064467431,29.7,101,0,None,0,0,0,0,0,2025-12-10 10:00:00,1274,0,Preventive,165,494,0.135602518
8244,H37657,Lathe,Siemens,Factory_A,High,299.1,310.4,25.95,1369,5.101250853,7.927066059,215.4796836,11.411796,54.5,104,0,None,0,0,0,0,0,2025-12-10 11:00:00,1646,0,Preventive,115,423,2.581341452
8245,L55424,Conveyor,Bosch,Factory_C,Low,299,310.4,25.85,1512,4.432596477,6.814127557,219.4859038,7.461114226,38.8,109,0,None,0,0,0,0,0,2025-12-10 12:00:00,1732,0,Preventive,128,273,0.855084195
8246,M23105,CNC,ABB,Factory_B,Medium,299,310.3,25.85,1303,7.186628266,8.480273851,217.7894423,13.5201959,68.6,111,1,Power,0,0,1,0,0,2025-12-10 13:00:00,1234,1,Corrective,970,195,4.722805002
8247,L55426,Conveyor,GE,Factory_B,Low,299,310.3,25.85,1552,4.247615437,7.122299871,209.2668976,7.508441389,39.9,114,0,None,0,0,0,0,0,2025-12-10 14:00:00,1255,0,Preventive,282,421,0.212580993
8248,L55427,Press,Bosch,Factory_A,Low,299,310.4,25.85,1713,3.021834214,6.410704775,217.0311797,5.765933908,28,116,0,None,0,0,0,0,0,2025-12-10 15:00:00,1845,0,Preventive,148,440,2.8300793
8249,L55428,CNC,GE,Factory_A,Low,298.9,310.3,25.75,1456,4.394400766,7.188625692,223.4924056,8.686609527,44.1,118,0,None,0,0,0,0,0,2025-12-10 16:00:00,1331,0,Preventive,156,353,2.596163255
8250,L55429,Lathe,Bosch,Factory_A,Low,299,310.4,25.85,1524,4.217232267,7.240137975,222.065228,8.238135043,39.8,120,0,None,0,0,0,0,0,2025-12-10 17:00:00,1852,0,Preventive,171,245,0.263883545
